#Ribo-seq raw count
len_ribo	es1_ribo	es2_ribo	es3_ribo	npc1_ribo	npc2_ribo	npc3_ribo
RPS3AP39	775	0	0	0	0	0	0
RPS24P14	366	0	0	0	0	0	0
AP006294.2	209	0	0	0	0	0	0
AP006294.1	339	0	0	0	0	0	0
OR7E117P	1112	0	0	0	0	0	0
TRPC2	3262	0	0	0	0	1	1
ART5	1691	45	63	67	43	36	63
ART1	1467	0	0	0	0	0	0
CHRNA10	2703	0	0	0	2	0	0
NUP98	9904	520	222	533	394	539	560
RNU6-1143P	104	0	0	0	0	0	0
RNU7-50P	62	0	0	0	0	0	0
PGAP2	3781	122	203	176	66	62	82
RHOG	1758	63	48	56	33	19	41
AC090587.1	494	2	5	0	0	0	0
STIM1	7130	28	6	36	51	42	89
AC090587.2	527	0	0	0	0	2	0
MIR4687	80	0	0	0	0	0	0
PPIAP40	490	0	0	0	0	0	0
AC087441.2	262	0	0	0	0	0	0
HNRNPA1P76	848	0	0	0	0	0	0
AC087441.1	301	0	0	0	0	0	0
RPS29P20	171	0	0	0	0	0	0
RRM1	4233	1252	203	1255	396	635	712
RRM1-AS1	346	0	0	0	0	0	0
OR55B1P	2602	0	0	0	0	0	0
AC015689.1	718	0	0	2	0	1	1
AC015689.2	1738	0	0	0	0	0	0
SSU72P5	585	0	0	0	0	0	0
SSU72P2	585	0	0	0	0	0	0
SSU72P6	488	0	0	0	0	0	0
SSU72P4	585	0	0	0	0	0	0
SSU72P3	585	0	0	0	0	0	0
SSU72P7	585	0	0	0	0	0	0
OR52B4	1124	0	0	0	0	0	0
OR52B3P	928	0	0	0	3	0	0
TRIM21	1935	46	22	45	17	38	35
OR52K3P	2160	0	0	0	0	0	0
OR51R1P	952	0	0	0	0	0	0
OR52P2P	955	0	0	0	0	0	0
OR52K2	1067	0	0	0	0	0	0
OR52K1	5456	3	2	4	0	0	3
OR52M2P	959	0	0	0	0	0	0
OR52M1	954	0	0	0	0	0	0
C11orf40	654	0	0	0	0	0	0
OR52I2	6672	0	0	0	0	0	0
OR52I1	2961	0	0	0	0	0	0
TRIM68	4254	25	16	40	33	36	64
OR51D1	3623	0	0	0	0	0	0
OR51E1	3612	0	0	1	1	0	1
OR51A9P	911	0	0	0	0	0	0
OR51E2	2907	0	0	0	0	0	0
OR51C1P	1444	0	0	0	0	0	0
MMP26	1308	0	0	0	0	0	0
OR51F5P	2853	0	0	0	0	0	0
OR51C4P	948	0	0	0	0	0	0
KRT8P49	1432	1	0	1	2	0	1
OR51F3P	901	0	0	0	0	0	0
OR51F4P	899	0	1	0	0	0	0
OR51F1	960	0	0	0	0	0	0
OR51N1P	952	0	0	0	0	0	0
OR52Y1P	828	0	0	0	0	0	0
OR52R1	948	0	0	0	0	0	0
OR51F2	1136	0	0	0	0	0	0
OR51A8P	1038	0	0	0	0	0	0
OR51S1	1750	0	0	0	0	0	0
OR51H1	1045	0	0	0	0	0	0
OR51H2P	3046	0	0	0	0	0	1
OR51T1	1065	0	0	0	0	0	0
OR51A6P	1004	0	0	0	0	0	0
OR51A7	2192	0	0	0	0	0	0
OR51G2	3326	0	0	0	0	0	0
OR51G1	966	0	0	0	0	0	0
OR51A3P	924	0	0	0	0	0	0
OR51A4	4393	0	0	0	0	0	0
OR51A2	942	0	0	0	0	0	0
OR51A5P	942	0	0	0	0	0	0
OR51L1	7300	0	0	0	0	0	0
OR51P1P	942	0	0	0	0	0	0
OR52J2P	939	0	0	0	0	0	0
OR52J3	936	0	0	1	0	0	2
OR52E2	978	0	0	0	0	0	0
OR52E1	926	0	0	1	0	0	0
OR52S1P	937	0	0	0	1	0	0
OR52E3P	936	0	0	0	0	0	0
OR52J1P	932	0	0	0	0	0	0
AC113331.1	869	0	0	0	0	0	0
OR52A4P	1548	0	1	0	0	0	0
OR52A5	4039	0	0	0	0	0	0
OR52A1	9783	2	1	0	0	4	1
OR51A1P	946	0	0	0	3	0	0
OR52Z1	951	0	0	0	0	0	0
OR51V1	966	0	0	0	0	0	0
AC104389.1	522	0	0	0	0	0	0
AC104389.6	1153	0	0	0	0	0	0
RF00621	192	0	0	0	0	0	0
HBB	1304	3	0	0	0	0	0
HBD	1152	0	0	0	0	0	0
HBBP1	1454	0	0	0	0	0	0
BGLT3	993	0	0	0	0	0	0
HBG1	1659	0	0	0	0	0	0
AC104389.5	651	0	0	0	0	0	0
HBG2	841	0	0	0	0	0	0
AC104389.4	5265	0	0	0	1	1	1
HBE1	961	0	0	0	0	0	0
OR51AB1P	620	0	0	0	0	0	0
OR51B4	933	0	0	0	0	0	0
OR51B5	3965	0	0	1	0	0	0
OR51B3P	913	0	0	0	0	0	0
OR51B2	939	0	0	0	0	0	0
OR51B8P	769	0	0	0	0	0	0
OR51B6	939	0	0	0	0	0	0
AC104389.2	887	0	0	0	0	0	0
AC104389.3	235	0	0	0	0	0	0
OR51M1	4099	1	0	1	0	0	0
OR51J1	951	0	0	0	0	0	0
OR51Q1	1096	0	0	0	0	0	0
OR51K1P	950	0	0	0	0	0	0
OR51I1	945	0	0	0	0	0	0
OR51I2	3302	0	0	1	0	0	0
OR51A10P	937	0	0	0	0	0	0
OR52D1	1065	0	0	0	0	0	0
UBQLN3	2413	0	0	0	0	0	0
UBQLNL	2313	0	0	0	1	0	0
OLFM5P	1479	0	0	0	0	0	0
OR52V1P	898	0	0	0	0	0	0
OR52H1	1143	0	0	0	0	0	0
OR52H2P	902	0	0	0	0	0	0
OR52B5P	3520	0	0	0	0	0	0
OR52T1P	939	0	0	0	0	0	0
HNRNPA1P53	946	0	0	0	0	0	0
OR52B6	1008	0	0	0	0	0	0
TRIM6	3964	63	18	65	8	12	12
TRIM6-TRIM34	3391	0	0	0	0	0	0
TRIM34	2690	0	0	0	0	0	0
TRIM5	4804	154	25	94	47	95	102
TRIM22	5944	63	22	68	189	241	198
OR52U1P	923	0	0	0	0	0	0
OR52P1P	963	0	0	0	0	0	0
OR56B1	2075	0	0	0	0	0	0
OR52N4	1276	0	0	0	0	0	0
OR56B2P	2457	0	0	0	0	0	0
OR52N5	2788	0	0	0	0	0	0
OR52N1	2545	0	0	0	0	0	0
OR52N3P	934	0	0	0	0	0	0
OR52N2	1035	0	0	0	0	0	0
OR52E6	982	0	0	0	0	0	0
OR52E8	1061	0	0	0	0	0	0
OR52E7P	933	0	0	0	0	0	0
OR52E4	2947	0	0	0	0	0	0
OR52E5	2244	0	0	0	0	0	0
OR52Q1P	682	0	0	0	0	0	0
OR56A3	4832	0	0	0	0	0	0
OR56A5	946	0	0	0	0	0	0
OR52L1	1094	0	0	0	0	0	0
KRT18P58	1120	0	0	0	0	1	2
OR56A4	3934	0	0	0	0	0	0
RNA5SP329	119	0	0	2	0	0	0
OR56A1	8518	0	0	0	0	0	2
OR56A7P	941	0	0	0	0	0	0
OR52L2P	960	0	0	0	0	0	0
OR52X1P	914	0	0	0	0	0	0
OR56B4	1152	0	0	0	0	0	0
AC022762.1	816	0	0	0	0	0	0
OR56B3P	947	0	0	0	0	0	0
OR52B1P	909	0	0	0	0	0	0
OR52B2	1079	0	0	0	0	0	0
OR52W1	1114	0	0	0	0	0	0
AC022762.2	1353	0	0	0	0	1	0
C11orf42	1142	0	0	0	0	0	0
FAM160A2	4736	35	43	58	64	83	130
CNGA4	2167	3	2	3	4	1	2
CCKBR	2585	49	116	64	8	1	8
AC068733.2	1418	0	0	0	0	0	0
CAVIN3	1557	25	25	32	10	19	16
AC068733.3	4764	0	0	0	2	1	2
AC068733.1	2469	0	0	0	0	0	0
SMPD1	2741	15	24	9	14	26	32
APBB1	5244	114	56	117	103	124	149
HPX	3631	0	0	0	2	7	7
TRIM3	6751	25	10	25	24	35	31
ARFIP2	5312	93	73	125	68	63	82
AC084337.2	884	0	0	0	0	0	0
TIMM10B	2989	6	1	5	19	12	14
AC084337.1	686	2	0	0	0	0	2
DNHD1	19629	7	13	0	42	45	63
RRP8	6921	65	34	87	27	42	43
AC091564.2	399	0	0	0	0	0	0
ILK	3484	3	0	1	1	4	2
TAF10	5820	14	6	5	6	6	16
AC091564.3	429	0	0	0	0	0	0
AC091564.7	1349	0	0	0	0	0	0
TPP1	6502	282	494	371	347	297	456
AC091564.6	464	0	0	0	0	0	0
DCHS1	10713	267	269	413	114	134	166
AC091564.4	820	0	0	0	0	0	0
AC091564.5	2076	0	0	0	0	0	0
MRPL17	2276	190	201	276	124	157	154
AC091564.1	479	0	0	0	0	1	0
GVINP1	8438	0	1	1	0	0	4
GVINP2	2194	0	0	0	0	0	0
OR2AG2	4224	0	0	2	0	0	0
OR2AG1	6994	0	0	0	0	0	0
OR6A2	4308	0	0	0	0	0	0
AC087280.2	4823	0	0	0	0	0	2
AC087280.1	1003	0	1	0	0	0	0
OR10A5	1054	0	0	0	0	0	0
OR10A2	5390	0	0	0	0	0	0
OR10A4	995	0	0	0	0	0	0
OR2D2	1110	0	0	0	0	0	0
OR2D3	1070	0	1	0	0	0	0
ZNF215	5968	98	68	95	41	42	59
ZNF214	5160	4	5	9	19	36	20
NLRP14	3628	0	3	1	1	5	4
RBMXL2	1874	0	1	1	1	1	5
AC027804.1	529	0	0	0	0	0	0
MIR302E	72	0	0	0	0	0	0
SYT9	4774	2	1	0	0	5	1
AC107884.1	11336	1	1	0	1	1	0
OLFML1	3436	0	0	0	2	5	1
PPFIBP2	9800	28	27	40	83	75	87
AC107884.2	550	0	0	0	0	0	0
CYB5R2	8595	118	72	157	23	33	73
OVCH2	2088	2	0	0	0	0	0
AC104237.2	443	0	0	0	0	0	0
AC104237.3	427	0	0	0	0	0	0
AC044810.3	589	0	0	0	0	0	0
AC104237.1	539	0	0	0	0	0	0
OR10AB1P	1686	0	0	0	0	0	1
OR5P4P	917	0	0	0	0	0	0
AC044810.2	2822	0	0	2	0	0	0
OR5P1P	925	0	2	3	0	0	0
AC044810.1	711	0	1	0	0	0	0
OR5P2	1069	0	0	0	0	0	0
OR5P3	1193	0	0	0	0	0	0
OR5E1P	927	0	0	0	0	0	0
RNU6-943P	98	0	0	0	0	0	0
OR10A6	6104	0	0	2	0	0	0
OR10A3	2650	0	0	0	0	0	0
NLRP10	4418	0	0	0	0	0	0
EIF3F	9431	506	336	523	901	916	1367
COX6CP5	228	0	0	0	0	0	0
CASC23	1594	0	0	0	0	0	1
TUB	6722	23	9	30	238	301	310
AC116456.1	1229	0	0	1	0	0	0
TUB-AS1	2021	0	0	0	0	0	0
AC116456.2	2209	0	0	0	0	0	0
RIC3	7694	12	5	13	28	40	38
RIC3-DT	3734	0	0	0	0	0	0
LMO1	1705	1	1	6	89	118	105
STK33	7599	60	48	71	95	83	100
TRIM66	11752	8	3	7	15	19	17
AC091053.2	537	0	0	0	0	0	1
RPL27A	6816	303	266	433	142	140	186
SNORA3A	130	0	0	0	0	0	0
SNORA3B	131	718	184	775	1257	1736	1916
ST5	14262	41	27	53	230	239	308
AC091053.1	744	0	0	0	0	0	0
AC026894.1	1255	0	0	0	0	0	0
RNA5SP330	96	1	2	3	4	2	5
AKIP1	2300	75	59	82	78	71	118
C11orf16	2607	0	4	0	0	0	2
ASCL3	633	0	0	0	0	0	0
TMEM9B	2825	42	42	60	35	21	33
TMEM9B-AS1	4409	3	1	1	3	3	4
NRIP3	4123	25	13	25	4	7	7
AC079296.1	5079	3	2	1	0	1	0
SCUBE2	7992	11	7	12	9	6	8
AC079296.2	1037	0	0	0	0	0	0
MIR5691	68	0	0	0	0	0	0
KRT8P41	1514	9	18	19	20	11	27
DENND5A	8608	54	49	66	500	524	562
AP006259.1	561	0	0	0	0	0	0
TMEM41B	4278	167	188	257	85	90	117
PRR13P2	406	0	0	0	0	0	0
IPO7	7216	522	242	507	849	886	938
SNORA23	182	2029	760	3111	3526	5724	3508
AC132192.1	597	0	0	0	0	0	0
AC132192.2	1147	0	0	1	0	0	0
ZNF143	4222	188	82	175	114	170	192
WEE1	9251	590	190	621	401	584	601
RPL23AP65	468	0	0	0	0	0	0
AC011979.2	352	0	0	0	0	0	0
AC011979.1	483	0	0	0	0	0	0
SWAP70	7192	236	114	178	513	436	612
RN7SKP50	315	2	0	0	0	0	0
AC026250.1	2632	1	0	0	0	0	1
SBF2-AS1	5177	0	1	1	0	4	0
SBF2	16767	60	63	70	200	183	229
AC011092.2	586	0	0	0	0	0	0
RNU7-28P	62	0	0	0	0	0	0
AC011092.1	1047	0	0	0	0	0	0
AC011092.3	1856	0	0	0	0	0	0
AC100763.1	522	0	0	0	0	0	0
AC080023.2	208	0	0	0	0	0	0
AC080023.1	803	2	0	0	0	0	0
ADM	2325	159	98	171	93	120	165
AMPD3	6793	10	5	19	15	20	25
RNU6ATAC33P	126	0	0	0	0	0	0
MTRNR2L8	1303	1	0	5	4	1	3
MIR4485	57	0	0	0	0	0	0
RNF141	7825	47	41	57	22	12	25
MRVI1-AS1	1421	0	0	0	0	0	2
LYVE1	3515	0	2	0	0	0	1
MRVI1	7700	21	9	2	28	48	50
CTR9	5770	244	69	261	235	253	302
EIF4G2	8485	1612	1082	1882	1378	1579	1928
SNORD97	142	0	0	0	0	0	0
AC116535.1	2428	3	0	1	0	1	0
ZBED5	9029	94	68	121	87	108	97
ZBED5-AS1	4599	0	0	0	0	0	0
AC069360.1	2227	0	0	0	0	0	0
AC111188.1	2009	3	0	2	0	3	1
AC111188.2	1387	0	0	0	0	0	0
AC111188.3	307	0	0	0	0	0	0
MTND5P21	522	0	0	0	0	0	0
KC877392.1	426	0	0	0	0	0	0
GALNT18	3626	6	8	22	33	38	60
CSNK2A3	1416	3	0	5	0	1	0
AC023946.1	594	0	0	0	0	0	0
AC104031.1	372	0	0	0	0	0	0
MIR4299	72	0	0	0	0	0	0
AC131935.2	1371	0	0	0	0	0	0
AC131935.1	333	0	0	0	0	0	0
AC104383.2	1551	0	0	0	0	0	0
MIR8070	88	0	0	0	0	0	0
USP47	11158	147	59	172	207	248	285
AC104383.1	370	0	0	0	0	0	0
DKK3	5059	44	86	99	30	43	55
LINC02547	3308	0	0	0	0	0	0
AC124276.1	899	0	0	0	0	0	0
AC124276.2	550	0	0	0	0	0	0
MICAL2	20191	2	3	9	5	10	9
MIR6124	85	0	0	0	0	0	0
AC079329.1	500	0	0	0	0	0	0
AC025300.1	384	0	0	0	0	0	0
PARVA	7916	89	60	84	116	108	151
AC009806.1	519	0	0	0	0	0	0
AC107881.1	722	0	0	0	0	0	0
TEAD1	10703	35	40	55	100	112	139
AC013549.2	489	0	0	0	0	0	0
AC013549.3	419	0	0	0	0	0	0
AC013549.1	566	0	0	0	0	0	0
LINC00958	5770	0	0	0	0	1	0
AC084859.1	670	0	2	1	0	3	3
RASSF10	2530	27	28	25	24	32	45
AC013762.1	467	0	0	0	0	0	0
AC022878.1	149	0	0	0	0	0	0
ARNTL	6726	56	20	32	2	6	9
RN7SKP151	316	0	0	0	0	0	0
BTBD10	3495	42	22	43	16	23	24
AC021269.3	1341	0	0	0	1	0	0
AC021269.1	705	0	0	0	0	0	0
AC021269.2	330	0	0	0	0	0	0
PTH	931	0	0	0	0	0	0
HMGN2P36	409	0	0	0	0	0	0
FAR1	7503	119	104	176	123	194	174
FAR1-IT1	368	0	0	0	0	0	0
RPL39P26	158	0	0	0	0	0	0
CENPUP1	1202	0	0	0	0	0	0
AC013828.1	235	0	0	0	0	0	0
LINC02548	2474	0	0	0	0	0	0
AC027779.1	516	0	0	0	0	0	0
LINC02545	306	0	0	0	0	0	0
RNA5SP331	107	11	4	12	6	4	7
LINC02683	684	0	0	0	0	0	0
SPON1	5317	206	190	234	269	259	331
RNA5SP332	115	0	0	0	0	0	0
SPON1-AS1	240	0	0	0	0	0	0
RRAS2	3456	164	97	163	20	26	60
AC018523.1	512	0	2	3	0	2	4
COPB1	5131	613	165	610	383	516	568
RNU7-49P	62	0	0	0	0	0	0
AC018523.2	1221	0	0	0	0	0	0
PSMA1	3301	16	9	8	8	9	5
PDE3B	11626	43	52	38	22	28	30
MORF4L1P3	950	4	0	0	0	0	0
CYP2R1	4516	4	8	19	32	20	21
CALCB	3938	2	3	2	3	9	3
CALCP	212	0	0	0	0	0	0
CALCA	2128	0	0	4	0	0	0
OR7E41P	1024	0	0	0	0	0	0
INSC	3435	0	0	0	2	3	3
RF00324	161	0	0	0	0	0	0
AC073172.2	1302	0	0	0	15	8	9
AC073172.1	897	0	0	0	0	0	0
AC087379.2	693	0	0	0	1	0	3
AC087379.1	1803	0	0	0	0	0	0
AC009869.2	2891	0	0	0	0	0	0
AC009869.1	3422	0	0	0	0	0	0
SOX6	19640	0	2	1	2	8	2
MIR6073	89	0	0	0	0	0	0
AC103794.1	197	0	0	0	0	0	0
AKR1B1P3	588	0	0	0	0	0	0
RN7SL188P	285	0	0	0	0	0	0
C11orf58	10342	2307	1067	2357	850	964	1069
PLEKHA7	10978	78	33	101	169	198	190
RN7SKP90	335	0	0	0	0	0	0
AC116533.1	321	3	0	0	0	0	0
OR7E14P	1809	0	0	6	0	0	2
RPS13	2115	592	641	749	293	417	414
SNORD14A	91	0	1	0	0	0	0
SNORD14B	90	0	0	0	0	0	0
PIK3C2A	9204	343	238	368	153	219	188
RNU6-593P	112	0	0	0	0	0	0
AC126389.1	290	0	0	0	0	0	0
AC107956.2	454	0	0	0	0	0	0
NUCB2	9025	88	82	88	376	335	418
AC107956.1	873	2	1	2	1	0	0
AC124798.2	1113	0	0	0	0	0	0
NCR3LG1	6438	1	0	0	0	0	1
AC124798.1	2883	0	0	0	0	0	0
KCNJ11	3204	8	1	3	4	11	18
ABCC8	12588	0	5	6	5	6	166
SDHCP4	510	0	0	0	0	0	0
AC124798.3	609	1	0	0	0	0	0
USH1C	4904	0	1	4	12	5	11
OTOG	10709	0	5	6	8	12	25
AC124301.1	943	0	0	0	0	0	0
AC124301.2	759	0	0	0	0	0	0
MYOD1	1803	4	3	6	12	8	12
KCNC1	14417	1	0	0	3	3	6
SERGEF	3387	20	13	23	17	13	22
AC055860.1	688	0	0	0	0	0	0
TPH1	5626	0	0	0	0	3	0
SAAL1	3066	209	135	214	96	91	139
HIGD1AP5	259	0	0	0	0	0	0
SAA3P	653	0	0	0	0	0	0
MRGPRX3	1741	0	0	0	1	0	0
AC090099.4	1027	0	0	0	0	0	0
AC090099.5	2715	0	0	0	0	0	0
AC090099.3	979	0	0	0	0	0	0
MRGPRX4	1444	0	0	0	0	0	0
GLTPP1	622	0	0	0	0	0	0
AC090099.2	681	0	0	0	0	0	0
AC090099.1	3839	0	0	0	0	0	0
SAA4	630	0	0	0	0	0	0
SAA2-SAA4	743	0	0	0	0	0	0
SAA2	2227	0	0	0	0	1	0
RNA5SP333	118	0	0	0	0	0	0
ST13P5	1110	1	0	0	0	0	0
SAA1	710	0	0	0	0	0	0
RNA5SP334	118	0	0	0	0	0	0
HPS5	6433	76	53	90	72	104	114
GTF2H1	6940	55	39	50	58	73	66
MIR3159	74	0	0	0	0	0	0
LDHA	6038	1081	629	1269	536	718	806
AC084117.1	270	0	0	0	0	0	0
LDHC	2089	0	0	0	0	0	0
AC027544.3	757	0	0	0	0	0	0
LDHAL6A	2586	0	0	0	0	0	0
TSG101	3558	704	177	640	173	203	237
YWHABP2	713	10	1	11	0	3	2
AC027544.2	630	0	0	0	0	0	0
AC027544.1	433	0	0	0	0	0	0
UEVLD	5515	23	10	41	19	30	37
SPTY2D1OS	2283	0	4	1	3	6	5
AC112694.1	1366	0	1	0	0	0	1
AC112694.2	768	0	0	0	0	0	0
SPTY2D1	5899	71	11	87	114	116	133
AP006296.1	499	0	0	0	0	0	0
TMEM86A	4243	3	4	5	2	6	8
IGSF22	4841	0	0	1	0	0	2
AC103974.1	874	0	0	0	0	0	0
PTPN5	5497	19	21	28	25	24	48
AC103974.3	1867	0	0	0	0	0	0
AC103974.2	778	0	0	0	0	0	0
AC023078.1	952	0	0	0	0	0	0
AC023078.6	1718	0	0	0	0	0	3
AC023078.2	988	0	0	0	0	0	0
AC023078.7	961	0	0	0	0	0	0
MRGPRX1	1418	0	0	0	0	0	0
AC023078.5	707	0	0	0	0	0	0
AC023078.4	961	0	0	0	0	0	0
AC023078.3	958	0	0	0	0	0	0
AC027026.1	742	0	0	0	0	0	0
MRGPRX2	2036	0	0	0	0	0	0
ZDHHC13	7759	57	56	73	33	48	49
CSRP3	1638	0	0	0	0	0	0
CSRP3-AS1	516	0	0	0	0	0	0
E2F8	4134	72	40	72	4	8	12
PCNAP4	730	0	1	0	0	0	0
AC009652.1	648	0	0	0	0	0	0
NAV2	15174	190	96	185	198	232	318
NAV2-IT1	506	0	0	0	0	0	0
RNA5SP335	110	2	0	3	0	2	1
NAV2-AS5	3510	0	0	1	0	0	0
NAV2-AS4	1181	0	0	0	0	0	0
MIR4486	63	0	0	0	0	0	0
AC009549.1	1686	0	0	0	0	0	0
MIR4694	80	0	0	0	0	0	0
NAV2-AS3	598	0	0	0	0	0	0
NAV2-AS2	782	0	0	0	0	0	0
NAV2-AS1	660	0	0	0	0	0	0
AC068860.1	3736	0	0	0	0	0	0
DBX1	1380	5	1	3	0	1	1
HTATIP2	2797	383	379	411	82	85	106
PRMT3	5483	110	53	164	72	66	107
HMGB1P40	540	0	0	2	0	0	0
AC090707.2	458	0	0	0	0	0	0
SLC6A5	7114	0	0	0	1	0	0
NELL1	5309	35	47	31	5	4	11
AC090707.1	396	0	0	0	0	0	0
RNA5SP336	117	2	3	2	2	2	13
AC090857.1	390	0	0	0	0	0	0
AC090857.2	723	0	0	0	0	0	0
AC099730.1	1177	0	0	0	0	0	0
RNA5SP337	109	14	8	7	21	13	12
AC130307.1	658	0	0	0	0	0	0
ANO5	7547	20	43	40	35	17	27
AC116534.1	2525	0	0	0	0	0	0
AC107882.1	477	0	0	0	0	0	0
AC107886.1	516	0	0	0	0	0	0
AC104009.1	3650	0	0	0	0	0	0
SLC17A6	4899	5	0	1	0	0	1
AC040936.1	172	0	0	0	0	0	0
LINC01495	853	0	0	0	0	0	0
AC055878.1	692	0	0	0	1	0	0
FANCF	2952	109	104	160	71	80	134
GAS2	4252	5	0	7	1	2	6
RNA5SP338	85	10	5	7	3	5	2
SVIP	5201	7	18	9	13	17	19
AC006299.1	5339	1	2	0	0	0	0
CCDC179	917	0	0	0	0	0	0
AC090092.1	1348	2	0	0	1	0	0
AC100767.2	693	0	0	0	0	0	0
WIZP1	2299	0	0	1	0	0	0
MIR8054	86	0	0	0	0	0	0
AC100767.1	123	0	0	0	0	0	0
THAP12P4	2266	0	0	0	0	0	0
AC068472.1	881	0	0	0	0	0	0
AC100768.2	683	0	0	0	0	0	0
AC100768.1	650	0	0	0	0	0	0
RNU6-783P	105	0	0	0	0	0	0
AC099842.1	596	0	0	0	0	0	0
LINC02686	604	0	0	0	0	0	0
LUZP2	8858	6	11	1	6	2	1
AC115990.1	301	0	0	0	0	0	0
AC087373.1	491	0	0	0	0	0	0
RPL36AP40	321	1	1	1	0	1	0
AC100770.1	322	0	0	0	0	0	0
AC090592.1	1295	0	0	0	0	0	0
AC013799.1	348	0	0	0	0	0	0
AC024341.1	1552	0	0	0	0	0	0
AC099687.1	510	0	0	0	0	0	0
AC021698.1	1715	0	0	0	0	0	0
ANO3-AS1	1412	0	0	0	0	0	0
ANO3	7004	2	4	2	7	8	11
AC079064.1	362	0	0	0	0	0	0
MUC15	3587	0	0	0	16	14	20
SLC5A12	7571	3	1	5	3	2	5
FIBIN	1938	0	0	0	3	8	2
BBOX1	2464	0	0	0	0	0	0
BBOX1-AS1	1343	4	6	5	2	0	4
CCDC34	3101	120	72	99	178	177	237
LGR4	6355	167	229	201	229	239	305
AC100771.2	1576	0	0	0	1	0	0
AC100771.1	279	4	0	0	1	0	1
LIN7C	4842	86	93	130	27	29	58
BDNF-AS	12421	3	0	2	2	3	1
MIR8087	78	0	0	0	0	0	0
RNA5SP339	122	0	0	0	0	0	0
AC104563.1	376	0	0	1	1	2	1
LINC00678	1165	440	293	549	16	13	13
BDNF	7740	7	3	6	1	1	5
AC103796.1	358	0	0	0	0	0	0
CBX3P1	554	0	0	1	0	0	0
HSP90AA2P	2196	8	2	3	14	14	13
AC090159.1	806	0	0	0	1	1	0
KIF18A	4517	77	32	80	64	118	111
MIR610	96	0	0	0	1	0	0
METTL15	7778	9	12	6	5	5	8
AC023206.1	298	0	0	0	0	0	0
RN7SKP158	326	0	0	0	0	0	0
AC104978.1	391	0	0	0	0	0	0
MIR8068	68	0	0	0	0	0	0
AC013714.1	747	0	0	0	0	0	0
AC100773.1	520	0	0	0	0	0	0
AC090833.1	2830	0	0	0	1	0	0
OR2BH1P	864	0	0	0	0	0	0
AC090791.1	492	0	0	0	0	0	0
AC110056.1	911	23	10	10	1	4	2
AC021233.1	1123	0	0	0	0	1	0
AC090124.2	1673	0	0	0	0	1	0
AC090124.1	563	0	0	0	0	0	0
AC110058.1	904	0	0	0	0	0	0
LINC02546	3016	0	0	0	0	0	0
HNRNPRP2	743	0	0	0	0	0	0
AC107973.1	576	0	0	0	0	0	0
RN7SL240P	286	0	0	1	0	0	0
RPL7AP58	802	0	0	1	0	0	0
LINC01616	2280	0	0	0	0	0	0
KCNA4	4213	0	0	0	0	0	0
AL358944.1	820	0	0	0	0	0	0
AL358944.2	144	0	0	0	0	0	0
FSHB	1944	0	0	0	0	0	0
ARL14EP	5408	100	72	168	128	224	185
RPL12P30	499	0	0	0	0	0	0
MPPED2	8197	2	4	6	2	11	3
AL353699.1	365	0	0	0	0	0	0
MPPED2-AS1	2984	0	0	0	0	0	0
AL122014.1	3585	1	7	0	1	1	2
DCDC1	13160	1	0	0	3	3	0
CYCSP25	316	0	0	0	0	0	0
AL137804.1	576	0	0	0	0	0	0
DNAJC24	8578	13	7	20	39	39	24
IMMP1L	3901	10	8	11	14	18	19
ELP4	27247	95	42	98	59	63	75
AC131571.1	6605	0	0	0	0	0	1
PAX6	20639	5	6	19	78	88	137
PAUPAR	8565	0	0	0	0	0	1
AL035078.4	1298	0	0	0	0	0	0
AL035078.1	1094	0	0	0	0	0	0
AL035078.3	241	0	0	0	0	0	0
AL035078.2	326	0	0	0	0	0	0
EIF4A2P5	499	0	0	0	0	0	1
RCN1	4675	49	47	49	147	103	217
AL078612.1	150	0	0	0	0	0	0
THEM7P	1194	0	0	0	0	0	0
AL078612.2	1106	0	0	0	0	0	0
WT1	8457	0	0	1	1	0	0
WT1-AS	5561	0	0	0	0	0	0
RF02203	109	0	0	0	0	0	0
RF02204	137	0	0	0	0	0	0
RF02205	234	0	0	0	0	0	0
RF02208	121	0	0	0	0	0	0
RF02209	294	0	0	0	0	0	0
RF02210	275	0	0	0	0	0	0
EIF3M	7430	1159	665	1216	414	558	605
HNRNPA3P9	979	0	0	0	0	0	0
CCDC73	7875	0	0	0	1	0	0
AL049714.1	347	0	0	0	0	0	0
PRRG4	5543	2	4	1	0	2	1
QSER1	10899	205	122	242	192	222	275
DEPDC7	3314	14	0	16	0	7	18
TCP11L1	5370	20	18	39	53	76	91
PIGCP1	895	0	0	0	0	3	0
LINC00294	3306	0	0	0	0	0	1
CSTF3	4513	249	81	236	154	177	201
CSTF3-DT	4012	1	0	2	3	0	4
RPL29P23	442	0	0	0	0	0	0
AL136126.1	402	0	0	3	1	1	1
HIPK3	8164	22	9	11	22	23	27
KIAA1549L	13523	7	2	8	20	15	29
AL137161.1	390	0	0	0	0	0	0
AL133399.1	298	0	0	0	0	0	0
AL049629.1	648	0	0	0	0	0	0
C11orf91	891	0	0	0	1	0	0
AL049629.2	953	0	0	0	0	0	0
CD59	10569	1	3	3	3	5	6
FBXO3	12446	95	58	129	61	98	90
FBXO3-DT	386	0	0	0	0	0	0
AC113192.5	486	0	0	0	0	0	0
AC113192.3	742	0	0	0	0	0	0
AC113192.4	547	0	0	0	0	0	0
AC113192.1	321	0	0	0	0	0	0
